업소명;프랜차이즈명;시/도;군/구;읍/면/동;상세주소;전화번호
델리치킨;;서울;강남구;역삼동;656-19 지엔에스 1층; 050352559592
델리치킨;;서울;강남구;역삼동;656-19 지엔에스 1층; 050352559592
델리치킨;;서울;강남구;역삼동;656-19 지엔에스 1층; 050352559592
델리파닭;;서울;강남구;역삼동;656-19 지엔에스 1층; 050352549995
델리파닭;;서울;강남구;역삼동;656-19 지엔에스 1층; 050352549995
더피자-강남본점;;서울;강남구;역삼동;660-25 지하1층 101호; 050718660658
더피자-강남본점;;서울;강남구;역삼동;660-25 지하1층 101호; 050718660658
더피자-강남본점;;서울;강남구;역삼동;660-25 지하1층 101호; 050718660658
더피자-강남본점;;서울;강남구;역삼동;660-25 지하1층 101호; 050718660658
더피자-강남본점;;서울;강남구;역삼동;660-25 지하1층 101호; 050718660658
더피자-강남본점;;서울;강남구;역삼동;660-25 지하1층 101호; 050718660658
삼풍치킨-역삼점;;서울;강남구;역삼동;720-25 대우디오빌상가 109호; 050352562129
치킨&돈까스대치2분점;;서울;강남구;대치동;912-24 대일빌딩 101호;
치킨&돈까스대치2분점;;서울;강남구;대치동;912-24 대일빌딩 101호;
치킨&돈까스대치2분점;;서울;강남구;대치동;912-24 대일빌딩 101호;
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
티바두마리치킨-대치점;티바두마리치킨;서울;강남구;대치동;939-28 윤성빌딩 106호; 050352962678
네네치킨-대치점;네네치킨;서울;강남구;대치동;902 대치포스코더샵아파트 상가동 지하1층 10호,11호; 050712962228
네네치킨-대치점;네네치킨;서울;강남구;대치동;902 대치포스코더샵아파트 상가동 지하1층 10호,11호; 050712962228
호식이두마리치킨-역삼1호점;호식이두마리치킨;서울;강남구;역삼동;638-17 지상1층 103호; 050352994950
놀부옛날통닭-선릉점;놀부옛날통닭;서울;강남구;대치동;896-28 지하1층; 050352918952
놀부옛날통닭-선릉점;놀부옛날통닭;서울;강남구;대치동;896-28 지하1층; 050352918952
놀부옛날통닭-선릉점;놀부옛날통닭;서울;강남구;대치동;896-28 지하1층; 050352918952
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
멕시카나-선릉역점;멕시카나;서울;강남구;대치동;890-54 1층 103호; 050352590566
맘스터치-강남대성학원점;맘스터치;서울;강남구;역삼동;827-69 1층 101호; 050352851762
맘스터치-강남대성학원점;맘스터치;서울;강남구;역삼동;827-69 1층 101호; 050352851762
본스치킨-강남구청역점;본스치킨;서울;강남구;논현동;241-16 1층; 050352859478
본스치킨-강남구청역점;본스치킨;서울;강남구;논현동;241-16 1층; 050352859478
본스치킨-강남구청역점;본스치킨;서울;강남구;논현동;241-16 1층; 050352859478
본스치킨-강남구청역점;본스치킨;서울;강남구;논현동;241-16 1층; 050352859478
본스치킨-강남구청역점;본스치킨;서울;강남구;논현동;241-16 1층; 050352859478
본스치킨-강남구청역점;본스치킨;서울;강남구;논현동;241-16 1층; 050352859478
롯데리아-선릉점;롯데리아;서울;강남구;역삼동;707-5; 050352594281
롯데리아-선릉점;롯데리아;서울;강남구;역삼동;707-5; 050352594281
롯데리아-선릉점;롯데리아;서울;강남구;역삼동;707-5; 050352594281
가마치통닭-역삼점;가마치통닭;서울;강남구;역삼동;799-21 창림빌딩 1층 104호; 050352932617
가마치통닭-역삼점;가마치통닭;서울;강남구;역삼동;799-21 창림빌딩 1층 104호; 050352932617
BBQ-역삼스타점;BBQ;서울;강남구;역삼동;746-23 남형빌딩 1층; 050352588476
BBQ-역삼스타점;BBQ;서울;강남구;역삼동;746-23 남형빌딩 1층; 050352588476
BBQ-역삼스타점;BBQ;서울;강남구;역삼동;746-23 남형빌딩 1층; 050352588476
BBQ-역삼스타점;BBQ;서울;강남구;역삼동;746-23 남형빌딩 1층; 050352588476
BBQ-역삼스타점;BBQ;서울;강남구;역삼동;746-23 남형빌딩 1층; 050352588476
BBQ-역삼스타점;BBQ;서울;강남구;역삼동;746-23 남형빌딩 1층; 050352588476
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
또래오래-강남대치점;또래오래;서울;강남구;대치동;962-12 1층; 050352588941
또래오래-강남대치점;또래오래;서울;강남구;대치동;962-12 1층; 050352588941
가마로강정-한티점;가마로강정;서울;강남구;대치동;908 1층 6호; 050352849926
가마로강정-한티점;가마로강정;서울;강남구;대치동;908 1층 6호; 050352849926
굽네치킨&피자-삼성2동점;굽네치킨;서울;강남구;삼성동;121-38 삼성동신도브래뉴; 050352576191
굽네치킨&피자-삼성2동점;굽네치킨;서울;강남구;삼성동;121-38 삼성동신도브래뉴; 050352576191
굽네치킨&피자-삼성2동점;굽네치킨;서울;강남구;삼성동;121-38 삼성동신도브래뉴; 050352576191
굽네치킨&피자-삼성2동점;굽네치킨;서울;강남구;삼성동;121-38 삼성동신도브래뉴; 050352576191
BHC-한티역점;BHC;서울;강남구;대치동;922-17 1층; 050712947665
BHC-한티역점;BHC;서울;강남구;대치동;922-17 1층; 050712947665
BHC-한티역점;BHC;서울;강남구;대치동;922-17 1층; 050712947665
훌랄라치킨-역삼1점;훌랄라치킨;서울;강남구;역삼동;723 혜성빌딩 1층; 050352983923
훌랄라치킨-역삼1점;훌랄라치킨;서울;강남구;역삼동;723 혜성빌딩 1층; 050352983923
굽네치킨&피자-대치2동점;굽네치킨;서울;강남구;대치동;990-3 101호; 050712933520
굽네치킨&피자-대치2동점;굽네치킨;서울;강남구;대치동;990-3 101호; 050712933520
굽네치킨&피자-대치2동점;굽네치킨;서울;강남구;대치동;990-3 101호; 050712933520
옛날통닭-한티역점;옛날통닭;서울;강남구;대치동;922-28 성진빌딩 1층 102호;
둘둘치킨-선릉공원점;둘둘치킨;서울;강남구;삼성동;142-22 dmp 지상1층;
맘스터치-논현아이파크점;맘스터치;서울;강남구;논현동;225-6 논현 아이파크 103동 1층 117호; 050352984071
맘스터치-논현아이파크점;맘스터치;서울;강남구;논현동;225-6 논현 아이파크 103동 1층 117호; 050352984071
맘스터치-강남역점;맘스터치;서울;강남구;역삼동;619-15 2층; 050712979757
바른치킨-강남선릉점;바른치킨;서울;강남구;대치동;889-72 선릉 MT 빌딩 101호;
깐부치킨-한티점;깐부치킨;서울;강남구;대치동;908-20 대치 EM 프라자 1층 101호; 050352932028
깐부치킨-한티점;깐부치킨;서울;강남구;대치동;908-20 대치 EM 프라자 1층 101호; 050352932028
치킨뱅이-삼성3호점;치킨뱅이;서울;강남구;대치동;1000-1 1층;
Go수닭;;서울;강남구;삼성동;147-8 지하1층;
Go수닭;;서울;강남구;삼성동;147-8 지하1층;
Go수닭;;서울;강남구;삼성동;147-8 지하1층;
네네치킨-도곡점;네네치킨;서울;강남구;도곡동;543-7 도곡1차 I PARK 상가동 지하1층 107호; 050352960931
네네치킨-도곡점;네네치킨;서울;강남구;도곡동;543-7 도곡1차 I PARK 상가동 지하1층 107호; 050352960931
푸라닭-대치점;푸라닭;서울;강남구;대치동;905-28 1층 103호; 050352883087
푸라닭-대치점;푸라닭;서울;강남구;대치동;905-28 1층 103호; 050352883087
푸라닭-대치점;푸라닭;서울;강남구;대치동;905-28 1층 103호; 050352883087
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치킨혁명-언주점;치킨혁명;서울;강남구;논현동;176-24 지하1층; 050352846410
치교치킨-선릉점;치교치킨;서울;강남구;삼성동;143-33 지하1층; 050352919904
치킨플러스-대치점;치킨플러스;서울;강남구;대치동;916-4 목림 1층; 050352931621
치킨플러스-대치점;치킨플러스;서울;강남구;대치동;916-4 목림 1층; 050352931621
치킨플러스-대치점;치킨플러스;서울;강남구;대치동;916-4 목림 1층; 050352931621
치킨플러스-대치점;치킨플러스;서울;강남구;대치동;916-4 목림 1층; 050352931621
치킨플러스-대치점;치킨플러스;서울;강남구;대치동;916-4 목림 1층; 050352931621
치킨플러스-대치점;치킨플러스;서울;강남구;대치동;916-4 목림 1층; 050352931621
당신은지금치킨이땡긴다-역삼1호점;당신은지금치킨이땡긴다;서울;강남구;역삼동;799-18 지하1층 주방3호; 050353713260
당신은지금치킨이땡긴다-역삼1호점;당신은지금치킨이땡긴다;서울;강남구;역삼동;799-18 지하1층 주방3호; 050353713260
가마로강정-삼성동점;가마로강정;서울;강남구;삼성동;16 지상1층 107호; 050352598954
가마로강정-삼성동점;가마로강정;서울;강남구;삼성동;16 지상1층 107호; 050352598954
생활치킨-강남역점;생활치킨;서울;강남구;역삼동;831-27 1층; 050718652746
생활치킨-강남역점;생활치킨;서울;강남구;역삼동;831-27 1층; 050718652746
생활치킨-강남역점;생활치킨;서울;강남구;역삼동;831-27 1층; 050718652746
지코바치킨-삼성1호점;지코바;서울;강남구;삼성동;26-34 지상1층 101호; 050352919004
지코바치킨-삼성1호점;지코바;서울;강남구;삼성동;26-34 지상1층 101호; 050352919004
페리카나-경복점;페리카나;서울;강남구;논현동;277 1층; 050712956648
페리카나-경복점;페리카나;서울;강남구;논현동;277 1층; 050712956648
페리카나-경복점;페리카나;서울;강남구;논현동;277 1층; 050712956648
BHC-일원삼성점;BHC;서울;강남구;수서동;747 삼성아파트 상가 101-4호; 050352980227
BHC-일원삼성점;BHC;서울;강남구;수서동;747 삼성아파트 상가 101-4호; 050352980227
BHC-일원삼성점;BHC;서울;강남구;수서동;747 삼성아파트 상가 101-4호; 050352980227
BHC-일원삼성점;BHC;서울;강남구;수서동;747 삼성아파트 상가 101-4호; 050352980227
롯데리아-개포점;롯데리아;서울;강남구;개포동;158-12 지하1층; 050712904898
롯데리아-개포점;롯데리아;서울;강남구;개포동;158-12 지하1층; 050712904898
롯데리아-개포점;롯데리아;서울;강남구;개포동;158-12 지하1층; 050712904898
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
교촌치킨-개포1호점;교촌치킨;서울;강남구;개포동;1229-18 1229-18 1층; 050712911239
교촌치킨-개포1호점;교촌치킨;서울;강남구;개포동;1229-18 1229-18 1층; 050712911239
굽네치킨&피자-대치1.4동점;굽네치킨;서울;강남구;대치동;1019-12 1층 104호; 050352589155
굽네치킨&피자-대치1.4동점;굽네치킨;서울;강남구;대치동;1019-12 1층 104호; 050352589155
굽네치킨&피자-대치1.4동점;굽네치킨;서울;강남구;대치동;1019-12 1층 104호; 050352589155
굽네치킨&피자-대치1.4동점;굽네치킨;서울;강남구;대치동;1019-12 1층 104호; 050352589155
깐부치킨-개포점;깐부치킨;서울;강남구;개포동;186-16 현대빌딩 108, 109호; 050712976620
깐부치킨-개포점;깐부치킨;서울;강남구;개포동;186-16 현대빌딩 108, 109호; 050712976620
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
BBQ-개포동역점;BBQ;서울;강남구;개포동;186-17 개포종합상가 1층 108호; 050712913490
푸라닭-일원점;푸라닭;서울;강남구;일원동;645-6 1층; 050352977615
푸라닭-일원점;푸라닭;서울;강남구;일원동;645-6 1층; 050352977615
푸라닭-일원점;푸라닭;서울;강남구;일원동;645-6 1층; 050352977615
60계-서울개포점;60계치킨;서울;강남구;개포동;186-1 개포빌딩 내제1층 115호; 050718605840
60계-서울개포점;60계치킨;서울;강남구;개포동;186-1 개포빌딩 내제1층 115호; 050718605840
로켓크리스피치킨-압구정지점;;서울;강남구;신사동;662-4 1~2층; 050718607265
로켓크리스피치킨-압구정지점;;서울;강남구;신사동;662-4 1~2층; 050718607265
호식이두마리치킨-강남논현1호점;호식이두마리치킨;서울;강남구;논현동;254-24 향원빌딩 1층; 050718665195
호식이두마리치킨-강남논현1호점;호식이두마리치킨;서울;강남구;논현동;254-24 향원빌딩 1층; 050718665195
호식이두마리치킨-강남논현1호점;호식이두마리치킨;서울;강남구;논현동;254-24 향원빌딩 1층; 050718665195
맘스터치-강남압구정점;맘스터치;서울;강남구;신사동;579-6 지상 1층; 050718661751
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
BHC-강남구청역점;BHC;서울;강남구;삼성동;8-5 8-5 101호; 050718620681
BHC-강남구청역점;BHC;서울;강남구;삼성동;8-5 8-5 101호; 050718620681
BHC-삼성점;BHC;서울;강남구;삼성동;77-9Chan&Chan Tower 1, 2층; 050712958312
BHC-삼성점;BHC;서울;강남구;삼성동;77-9Chan&Chan Tower 1, 2층; 050712958312
굽네치킨&피자-청담점;굽네치킨;서울;강남구;청담동;35-1 1층; 050352584300
굽네치킨&피자-청담점;굽네치킨;서울;강남구;청담동;35-1 1층; 050352584300
굽네치킨&피자-청담점;굽네치킨;서울;강남구;청담동;35-1 1층; 050352584300
굽네치킨&피자-청담점;굽네치킨;서울;강남구;청담동;35-1 1층; 050352584300
생활치킨-삼성코엑스점;생활치킨;서울;강남구;삼성동;152-55 삼성빌딩 1층; 050712998168
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
BHC-압구정로데오점;BHC;서울;강남구;신사동;662-19 1층; 050352987704
BHC-압구정로데오점;BHC;서울;강남구;신사동;662-19 1층; 050352987704
BHC-압구정로데오점;BHC;서울;강남구;신사동;662-19 1층; 050352987704
BBQ-압구정점;BBQ;서울;강남구;압구정동;481 현대아파트 B-109; 050352587921
BBQ-압구정점;BBQ;서울;강남구;압구정동;481 현대아파트 B-109; 050352587921
BBQ-압구정점;BBQ;서울;강남구;압구정동;481 현대아파트 B-109; 050352587921
BBQ-압구정점;BBQ;서울;강남구;압구정동;481 현대아파트 B-109; 050352587921
BBQ-압구정점;BBQ;서울;강남구;압구정동;481 현대아파트 B-109; 050352587921
자담치킨-청담점;자담치킨;서울;강남구;청담동;46-9 지하1층; 050352900362
자담치킨-청담점;자담치킨;서울;강남구;청담동;46-9 지하1층; 050352900362
자담치킨-청담점;자담치킨;서울;강남구;청담동;46-9 지하1층; 050352900362
자담치킨-청담점;자담치킨;서울;강남구;청담동;46-9 지하1층; 050352900362
BBQ-논현중앙점;BBQ;서울;강남구;논현동;114-14번지 1층; 050352587918
BBQ-논현중앙점;BBQ;서울;강남구;논현동;114-14번지 1층; 050352587918
BBQ-논현중앙점;BBQ;서울;강남구;논현동;114-14번지 1층; 050352587918
BBQ-논현중앙점;BBQ;서울;강남구;논현동;114-14번지 1층; 050352587918
바른치킨-청담점;바른치킨;서울;강남구;청담동;7-12 지상1층 102호; 050352859587
바른치킨-청담점;바른치킨;서울;강남구;청담동;7-12 지상1층 102호; 050352859587
바른치킨-청담점;바른치킨;서울;강남구;청담동;7-12 지상1층 102호; 050352859587
맘스터치-삼성중앙역점;맘스터치;서울;강남구;삼성동;50-2 상가동 지상1층 109호; 050352958463
맘스터치-삼성중앙역점;맘스터치;서울;강남구;삼성동;50-2 상가동 지상1층 109호; 050352958463
굽네치킨&피자-학동사거리점;굽네치킨;서울;강남구;논현동;99 101호; 050702782709
굽네치킨&피자-학동사거리점;굽네치킨;서울;강남구;논현동;99 101호; 050702782709
굽네치킨&피자-학동사거리점;굽네치킨;서울;강남구;논현동;99 101호; 050702782709
굽네치킨&피자-학동사거리점;굽네치킨;서울;강남구;논현동;99 101호; 050702782709
굽네치킨&피자-학동사거리점;굽네치킨;서울;강남구;논현동;99 101호; 050702782709
굽네치킨&피자-학동사거리점;굽네치킨;서울;강남구;논현동;99 101호; 050702782709
또래오래-강남대치2점;또래오래;서울;강남구;대치동;978-31; 050352588938
또래오래-강남대치2점;또래오래;서울;강남구;대치동;978-31; 050352588938
생활치킨-대치포스코점;생활치킨;서울;강남구;대치동;893 롯데캐슬아파트 지1층 비10호; 050352951930
깐부치킨-삼성1동점;깐부치킨;서울;강남구;삼성동;109-15 현익빌딩 1층; 050352870627
깐부치킨-삼성1동점;깐부치킨;서울;강남구;삼성동;109-15 현익빌딩 1층; 050352870627
깐부치킨-은마아파트점;깐부치킨;서울;강남구;대치동;990; 050718656102
BHC-대치포스코점;BHC;서울;강남구;대치동;894 1층 103호; 050352587922
BHC-대치포스코점;BHC;서울;강남구;대치동;894 1층 103호; 050352587922
BHC-대치포스코점;BHC;서울;강남구;대치동;894 1층 103호; 050352587922
깐부치킨-대치사거리점;깐부치킨;서울;강남구;대치동;913-11 CMS S 1층; 050352966796
호식이두마리치킨-대치1호점;호식이두마리치킨;서울;강남구;대치동;991-9 지하 1층; 050712999764
호식이두마리치킨-대치1호점;호식이두마리치킨;서울;강남구;대치동;991-9 지하 1층; 050712999764
호식이두마리치킨-대치1호점;호식이두마리치킨;서울;강남구;대치동;991-9 지하 1층; 050712999764
60계-대치점;60계치킨;서울;강남구;대치동;622 대치 클래시아 지상1층 114호; 050712995574
60계-대치점;60계치킨;서울;강남구;대치동;622 대치 클래시아 지상1층 114호; 050712995574
60계-대치점;60계치킨;서울;강남구;대치동;622 대치 클래시아 지상1층 114호; 050712995574
60계-대치점;60계치킨;서울;강남구;대치동;622 대치 클래시아 지상1층 114호; 050712995574
60계-대치점;60계치킨;서울;강남구;대치동;622 대치 클래시아 지상1층 114호; 050712995574
BBQ-대치은마점;BBQ;서울;강남구;대치동;992-4 1층; 050712968934
BBQ-대치은마점;BBQ;서울;강남구;대치동;992-4 1층; 050712968934
BBQ-대치은마점;BBQ;서울;강남구;대치동;992-4 1층; 050712968934
BBQ-대치은마점;BBQ;서울;강남구;대치동;992-4 1층; 050712968934
BBQ-대치은마점;BBQ;서울;강남구;대치동;992-4 1층; 050712968934
BBQ-대치은마점;BBQ;서울;강남구;대치동;992-4 1층; 050712968934
BHC-대치포스코점;BHC;서울;강남구;대치동;894 1층 103호; 050352587922
BHC-대치포스코점;BHC;서울;강남구;대치동;894 1층 103호; 050352587922
BHC-대치포스코점;BHC;서울;강남구;대치동;894 1층 103호; 050352587922
교촌치킨-압구정점;교촌치킨;서울;강남구;신사동;640-5 640-5 1층; 050352596731
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
